CustomerID,Age,Gender,Tenure_Months,Monthly_Bill_GBP,Data_Usage_GB,Call_Duration_Mins,Support_Calls,Contract_Type,Payment_Method
TEL-2036,56,Female,59,24.28,2.69,80.0,0,Month-to-month,Bank transfer
TEL-2288,75,Non-binary,39,20.74,3.22,117.0,1,One year,Mailed check
TEL-2736,72,Male,52,23.23,1.36,147.0,0,Month-to-month,Bank transfer
TEL-2456,29,Female,6,23.52,1.9,86.0,1,Two year,Electronic check
TEL-1232,47,Female,54,74.74,494.93,73.0,0,Month-to-month,Bank transfer
TEL-2996,46,Non-binary,59,450.0,9.6,363.0,5,One year,Electronic check
TEL-2333,67,Female,44,25.37,1.7,96.0,1,Two year,Mailed check
TEL-2260,80,Male,62,20.46,2.44,76.0,0,Month-to-month,Bank transfer
TEL-2049,34,Male,44,21.64,1.16,20.0,1,Month-to-month,Credit card
TEL-2761,40,Female,22,28.16,2.56,6.0,0,One year,Electronic check
TEL-2137,66,Non-binary,42,25.83,2.59,69.0,1,Month-to-month,Bank transfer
TEL-2633,21,Male,63,28.85,1.63,95.0,0,Month-to-month,Electronic check
TEL-2887,69,Female,63,70.53,22.31,476.0,6,Two year,Bank transfer
TEL-1303,68,Male,59,85.79,425.07,77.0,0,Month-to-month,Electronic check
TEL-1319,77,Non-binary,26,83.31,476.2,65.0,0,Month-to-month,Electronic check
TEL-2362,58,Female,27,27.98,1.88,79.0,1,One year,Mailed check
TEL-1840,28,Male,2,61.21,1.64,628.0,1,Two year,Bank transfer
TEL-1083,22,Male,66,80.76,439.83,37.0,0,Month-to-month,Bank transfer
TEL-2430,78,Male,23,29.77,0.86,162.0,0,Month-to-month,Bank transfer
TEL-2589,83,Male,26,29.28,2.52,170.0,2,Month-to-month,Bank transfer
TEL-1520,45,Non-binary,9,36.38,5.8,900.0,4,Two year,Bank transfer
TEL-2360,62,Non-binary,51,27.85,0.06,152.0,0,Month-to-month,Credit card
TEL-2793,83,Female,26,29.73,1.71,89.0,1,Month-to-month,Credit card
TEL-1490,73,Male,72,38.72,3.62,853.0,0,Two year,Electronic check
TEL-1557,18,Male,28,43.87,4.24,918.0,0,Month-to-month,Electronic check
TEL-1503,36,Non-binary,13,37.94,5.7,714.0,2,Two year,Bank transfer
TEL-2940,81,Female,63,72.0,25.91,295.0,11,Two year,Mailed check
TEL-1257,63,Non-binary,48,82.43,464.92,32.0,1,Month-to-month,Bank transfer
TEL-2195,42,Male,1,21.84,1.02,146.0,0,Two year,Electronic check
TEL-1079,25,Male,51,73.78,519.97,14.0,1,Month-to-month,Mailed check
TEL-2391,23,Female,51,22.21,4.11,103.0,1,Two year,Mailed check
TEL-1571,21,Female,58,30.06,1.95,848.0,1,Month-to-month,Credit card
TEL-1587,34,Non-binary,14,46.23,2.75,799.0,0,One year,Bank transfer
TEL-1589,40,Male,34,40.25,7.94,796.0,0,Two year,Bank transfer
TEL-2339,77,Female,12,22.98,2.86,75.0,0,Month-to-month,Electronic check
TEL-1367,36,Male,40,79.39,376.72,64.0,1,Month-to-month,Bank transfer
TEL-1835,53,Male,47,45.68,5.23,661.0,4,Month-to-month,Mailed check
TEL-2977,63,Male,26,75.94,40.55,204.0,5,Two year,Electronic check
TEL-2912,34,Male,42,63.29,29.05,44.0,8,Two year,Bank transfer
TEL-1878,74,Female,55,45.67,5.59,950.0,2,One year,Credit card
TEL-1150,19,Female,62,82.26,505.93,63.0,0,One year,Bank transfer
TEL-2762,83,Female,29,35.8,1.25,47.0,0,One year,Credit card
TEL-2830,77,Non-binary,26,65.61,5.34,306.0,6,Two year,Credit card
TEL-2258,52,Male,29,20.95,2.03,122.0,0,Month-to-month,Electronic check
TEL-1393,29,Female,62,100.89,368.83,59.0,1,One year,Mailed check
TEL-2446,66,Female,45,26.48,2.8,105.0,1,Month-to-month,Bank transfer
TEL-2745,25,Male,70,19.43,-0.46,36.0,0,One year,Credit card
TEL-1650,65,Male,2,43.29,6.06,555.0,3,One year,Credit card
TEL-2758,55,Non-binary,60,31.27,2.52,128.0,2,One year,Mailed check
TEL-1816,83,Female,41,61.7,0.79,627.0,3,Month-to-month,Mailed check
TEL-2133,47,Non-binary,19,25.21,1.19,161.0,0,Two year,Electronic check
TEL-2756,50,Female,57,24.61,3.1,71.0,0,Two year,Bank transfer
TEL-2501,45,Male,40,36.4,1.98,54.0,0,Month-to-month,Bank transfer
TEL-2283,28,Female,25,26.77,1.39,82.0,1,Two year,Electronic check
TEL-2021,81,Non-binary,36,20.31,1.77,136.0,0,Month-to-month,Bank transfer
TEL-1795,70,Male,32,60.18,5.11,908.0,2,Month-to-month,Electronic check
TEL-2173,22,Female,14,27.87,3.25,2.0,0,Month-to-month,Mailed check
TEL-1292,53,Female,4,71.64,363.49,67.0,1,Two year,Electronic check
TEL-1701,21,Male,69,49.89,3.93,846.0,3,Month-to-month,Credit card
TEL-1345,33,Non-binary,20,73.02,536.11,53.0,1,Two year,Electronic check
TEL-2905,77,Female,21,71.12,3.75,411.0,6,One year,Mailed check
TEL-2619,36,Female,41,31.1,1.67,88.0,1,Month-to-month,Electronic check
TEL-2804,31,Non-binary,34,64.99,17.46,425.0,5,One year,Electronic check
TEL-2466,31,Male,18,20.16,3.47,93.0,0,One year,Electronic check
TEL-1756,55,Male,8,49.64,2.89,856.0,4,One year,Bank transfer
TEL-1860,40,Non-binary,30,43.5,6.18,606.0,3,Two year,Credit card
TEL-1337,26,Female,48,86.88,469.9,33.0,1,Month-to-month,Electronic check
TEL-1577,43,Non-binary,40,32.16,3.95,846.0,1,Two year,Bank transfer
TEL-2882,69,Non-binary,71,58.98,53.01,303.0,9,Two year,Mailed check
TEL-2257,81,Non-binary,21,25.76,1.12,113.0,0,One year,Mailed check
TEL-2562,65,Non-binary,14,29.44,1.9,138.0,0,One year,Credit card
TEL-1452,24,Male,28,31.98,4.84,827.0,0,Month-to-month,Credit card
TEL-1507,64,Non-binary,40,57.36,1.98,712.0,3,One year,Bank transfer
TEL-1178,36,Female,61,76.31,446.82,61.0,0,Month-to-month,Mailed check
TEL-1200,26,Female,35,71.98,416.59,83.0,1,Month-to-month,Bank transfer
TEL-1478,84,Non-binary,49,51.8,4.5,710.0,3,One year,Electronic check
TEL-2266,81,Non-binary,18,20.99,2.38,8.0,1,Month-to-month,Bank transfer
TEL-2015,27,Male,18,32.29,1.04,16.0,0,One year,Credit card
TEL-1897,66,Male,62,64.41,6.15,705.0,1,One year,Mailed check
TEL-1974,37,Female,38,39.05,5.37,882.0,5,Month-to-month,Credit card
TEL-2533,40,Female,60,18.27,3.26,27.0,3,Month-to-month,Mailed check
TEL-1097,64,Non-binary,8,69.45,424.99,32.0,1,One year,Electronic check
TEL-1016,75,Female,32,83.85,455.14,56.0,0,Two year,Bank transfer
TEL-2682,49,Non-binary,51,23.5,2.9,89.0,0,Month-to-month,Mailed check
TEL-2640,59,Female,70,30.61,2.37,144.0,0,Two year,Electronic check
TEL-1419,47,Male,13,31.37,6.08,769.0,0,Two year,Mailed check
TEL-1573,82,Non-binary,28,43.06,6.98,991.0,2,Two year,Bank transfer
TEL-2872,82,Male,32,55.15,23.88,311.0,5,One year,Credit card
TEL-1640,29,Non-binary,61,49.74,9.88,333.0,2,One year,Bank transfer
TEL-2710,77,Female,62,24.63,2.85,99.0,1,One year,Electronic check
TEL-2845,24,Non-binary,34,35.57,-7.3,341.0,13,Two year,Credit card
TEL-2081,49,Female,20,26.92,2.83,134.0,1,Two year,Mailed check
TEL-1399,51,Male,44,92.4,384.86,45.0,0,Two year,Credit card
TEL-2691,35,Female,34,21.29,2.91,168.0,1,One year,Electronic check
TEL-2319,81,Male,51,32.45,0.65,125.0,0,Two year,Electronic check
TEL-2532,67,Male,56,23.46,2.46,76.0,2,Two year,Mailed check
TEL-2515,43,Female,4,18.99,1.72,127.0,1,Two year,Credit card
TEL-1790,80,Male,4,35.49,7.21,581.0,1,Month-to-month,Credit card
TEL-2568,58,Female,51,25.97,2.33,99.0,0,Month-to-month,Bank transfer
TEL-2345,34,Non-binary,43,24.07,3.21,102.0,1,Month-to-month,Electronic check
TEL-1172,20,Non-binary,62,92.47,425.4,17.0,2,One year,Electronic check
TEL-2259,47,Non-binary,33,27.92,2.03,47.0,0,One year,Mailed check
TEL-2027,53,Female,33,29.18,1.15,134.0,0,One year,Mailed check
TEL-1979,37,Female,42,37.36,3.31,802.0,3,Month-to-month,Electronic check
TEL-2017,34,Non-binary,34,17.65,3.33,144.0,0,One year,Credit card
TEL-2955,29,Male,1,70.72,30.0,387.0,7,Month-to-month,Credit card
TEL-1248,81,Non-binary,61,114.36,535.8,44.0,1,Two year,Credit card
TEL-1455,57,Female,38,51.39,3.61,895.0,2,One year,Credit card
TEL-1889,60,Non-binary,69,50.22,6.26,875.0,2,One year,Credit card
TEL-1740,67,Male,13,30.04,1.91,1064.0,2,Month-to-month,Electronic check
TEL-2035,76,Female,16,27.16,1.9,126.0,1,Month-to-month,Bank transfer
TEL-2201,28,Male,4,25.34,1.26,120.0,0,One year,Electronic check
TEL-1373,19,Non-binary,64,85.34,401.18,55.0,3,Two year,Electronic check
TEL-2543,46,Non-binary,20,19.82,1.19,145.0,1,Two year,Credit card
TEL-1032,24,Male,33,77.66,439.74,104.0,2,Month-to-month,Credit card
TEL-2394,25,Male,56,26.59,1.53,120.0,0,Month-to-month,Bank transfer
TEL-2367,34,Male,67,27.8,2.77,72.0,1,One year,Electronic check
TEL-1103,26,Female,49,99.78,504.95,56.0,0,One year,Bank transfer
TEL-2970,42,Male,33,47.76,19.38,322.0,2,One year,Bank transfer
TEL-2962,49,Female,29,53.8,20.6,267.0,5,Month-to-month,Credit card
TEL-2006,54,Female,57,24.26,2.43,104.0,0,One year,Electronic check
TEL-1397,25,Female,40,84.32,408.2,24.0,0,Month-to-month,Mailed check
TEL-1017,39,Non-binary,42,90.67,457.47,53.0,1,One year,Electronic check
TEL-2268,29,Male,7,23.7,1.41,87.0,0,Month-to-month,Electronic check
TEL-1998,46,Non-binary,66,49.5,3.88,752.0,2,Month-to-month,Electronic check
TEL-2687,19,Non-binary,66,33.77,4.3,62.0,1,One year,Bank transfer
TEL-2085,40,Non-binary,58,34.27,2.34,145.0,0,Two year,Electronic check
TEL-1301,49,Non-binary,50,72.37,517.26,32.0,1,One year,Bank transfer
TEL-2063,76,Female,13,25.78,2.52,75.0,1,One year,Mailed check
TEL-2098,48,Male,69,18.79,1.14,48.0,2,Month-to-month,Bank transfer
TEL-1786,49,Female,67,38.78,5.69,924.0,2,One year,Mailed check
TEL-1451,34,Male,67,48.69,6.56,856.0,2,Month-to-month,Credit card
TEL-2986,38,Female,26,52.94,23.0,203.0,3,One year,Mailed check
TEL-2707,58,Female,55,23.1,0.72,42.0,0,Two year,Bank transfer
TEL-1376,29,Non-binary,60,86.68,519.55,35.0,0,One year,Bank transfer
TEL-2493,18,Female,31,30.54,1.74,156.0,0,Two year,Mailed check
TEL-1514,20,Male,57,46.85,4.16,1148.0,2,Two year,Bank transfer
TEL-1553,76,Male,17,42.8,5.74,824.0,2,Month-to-month,Mailed check
TEL-2167,80,Male,57,22.07,3.63,31.0,1,Two year,Credit card
TEL-2512,19,Male,18,24.95,0.33,45.0,0,One year,Electronic check
TEL-1527,45,Female,27,49.77,6.58,626.0,1,Two year,Electronic check
TEL-1748,57,Male,16,48.79,5.02,798.0,0,Month-to-month,Bank transfer
TEL-2033,28,Non-binary,67,20.9,0.87,43.0,0,Two year,Bank transfer
TEL-2117,59,Male,43,15.21,2.38,97.0,0,One year,Credit card
TEL-2694,56,Male,38,28.15,1.68,90.0,0,Two year,Credit card
TEL-1839,37,Male,4,31.72,9.39,774.0,2,One year,Credit card
TEL-2040,39,Male,70,20.37,1.61,30.0,2,Month-to-month,Credit card
TEL-1809,53,Female,69,45.79,3.33,847.0,4,Two year,Bank transfer
TEL-1772,31,Non-binary,45,40.99,7.6,888.0,2,Month-to-month,Credit card
TEL-1092,79,Female,57,84.79,433.67,37.0,0,Two year,Mailed check
TEL-2991,39,Female,66,94.84,1500.0,339.0,8,Two year,Electronic check
TEL-2348,65,Male,43,28.7,2.41,92.0,1,Two year,Bank transfer
TEL-2667,77,Non-binary,35,23.17,2.07,74.0,0,Two year,Credit card
TEL-2579,82,Female,25,25.66,3.01,119.0,1,Month-to-month,Electronic check
TEL-2039,41,Female,21,32.07,2.35,50.0,1,Month-to-month,Credit card
TEL-1459,44,Non-binary,57,34.59,5.07,666.0,0,Two year,Mailed check
TEL-1063,79,Non-binary,65,88.83,447.0,38.0,1,One year,Credit card
TEL-1927,55,Non-binary,61,39.05,5.67,724.0,2,Two year,Credit card
TEL-2551,34,Male,64,36.06,1.27,153.0,0,Month-to-month,Credit card
TEL-1475,56,Male,13,45.25,3.11,707.0,3,Month-to-month,Electronic check
TEL-2726,19,Female,68,28.89,0.52,139.0,0,Two year,Electronic check
TEL-2239,48,Male,53,15.32,1.93,110.0,0,One year,Mailed check
TEL-2235,24,Female,66,20.07,2.1,4.0,0,One year,Credit card
TEL-2924,34,Non-binary,19,46.55,25.49,355.0,5,Two year,Bank transfer
TEL-1515,33,Male,52,38.29,-1.43,744.0,1,One year,Credit card
TEL-1277,34,Female,61,70.17,506.41,67.0,2,Month-to-month,Electronic check
TEL-1370,21,Female,56,82.25,430.81,51.0,0,Two year,Mailed check
TEL-1255,54,Female,25,90.06,493.24,42.0,1,Month-to-month,Credit card
TEL-2026,70,Female,56,27.96,1.93,130.0,0,One year,Bank transfer
TEL-1234,68,Male,48,86.07,482.98,49.0,2,Month-to-month,Electronic check
TEL-2772,52,Male,56,26.53,0.26,125.0,0,Two year,Mailed check
TEL-1139,68,Male,71,90.19,374.05,32.0,2,One year,Credit card
TEL-2190,73,Female,57,26.19,0.25,153.0,0,One year,Electronic check
TEL-2661,66,Male,8,37.14,1.65,56.0,1,Month-to-month,Mailed check
TEL-2753,38,Non-binary,47,22.61,1.72,160.0,0,One year,Bank transfer
TEL-2022,19,Female,45,34.43,2.28,99.0,1,One year,Mailed check
TEL-1792,42,Male,68,44.82,7.42,1198.0,0,Month-to-month,Bank transfer
TEL-1563,70,Female,43,42.46,5.09,842.0,4,Month-to-month,Credit card
TEL-2263,54,Male,52,28.08,2.97,91.0,1,One year,Bank transfer
TEL-1355,46,Female,50,82.45,452.15,39.0,1,One year,Mailed check
TEL-1299,32,Female,50,92.83,451.01,35.0,2,Month-to-month,Mailed check
TEL-1555,66,Male,19,45.16,2.39,877.0,0,One year,Mailed check
TEL-1161,61,Non-binary,40,92.29,432.32,18.0,0,Two year,Electronic check
TEL-2157,73,Non-binary,54,19.18,1.56,90.0,0,Month-to-month,Bank transfer
TEL-2678,65,Male,69,21.55,1.22,24.0,1,Two year,Credit card
TEL-1465,25,Female,49,45.81,6.88,809.0,3,One year,Bank transfer
TEL-2841,26,Non-binary,26,54.74,11.35,205.0,6,One year,Bank transfer
TEL-1325,69,Non-binary,8,81.87,439.14,55.0,2,Two year,Electronic check
TEL-2604,32,Non-binary,71,21.05,3.01,89.0,1,Two year,Credit card
TEL-2825,80,Female,23,72.93,23.66,544.0,6,One year,Credit card
TEL-2174,22,Non-binary,35,27.66,2.69,118.0,1,Month-to-month,Electronic check
TEL-2436,75,Male,42,22.61,2.93,130.0,0,Month-to-month,Mailed check
TEL-1351,43,Non-binary,42,87.18,438.47,80.0,0,One year,Bank transfer
TEL-2933,24,Non-binary,66,67.17,19.77,355.0,3,Month-to-month,Mailed check
TEL-2209,65,Female,8,27.99,1.14,67.0,3,Month-to-month,Bank transfer
TEL-1185,28,Male,7,64.25,448.69,92.0,1,Month-to-month,Credit card
TEL-2728,47,Male,71,24.41,-0.17,131.0,1,Month-to-month,Credit card
TEL-2836,19,Non-binary,61,49.07,34.15,498.0,2,Month-to-month,Electronic check
TEL-2154,78,Female,46,17.91,4.1,96.0,0,Two year,Bank transfer
TEL-2911,66,Female,18,83.01,16.49,282.0,7,Month-to-month,Mailed check
TEL-2250,56,Male,30,22.89,1.13,54.0,2,One year,Mailed check
TEL-1229,65,Male,35,93.27,461.03,67.0,1,One year,Electronic check
TEL-2059,68,Non-binary,54,21.34,1.97,155.0,0,One year,Mailed check
TEL-1409,66,Male,22,39.42,5.91,900.0,1,Month-to-month,Bank transfer
TEL-2229,70,Non-binary,48,31.66,1.64,129.0,0,One year,Electronic check
TEL-2670,36,Non-binary,43,25.95,1.95,183.0,0,Month-to-month,Bank transfer
TEL-1742,22,Non-binary,58,37.77,8.15,728.0,5,Month-to-month,Credit card
TEL-1554,44,Male,6,36.36,2.43,668.0,2,Month-to-month,Bank transfer
TEL-1627,49,Female,5,53.98,5.63,633.0,1,One year,Bank transfer
TEL-2427,20,Non-binary,18,22.71,0.06,49.0,1,Month-to-month,Bank transfer
TEL-1778,43,Non-binary,23,51.62,4.76,712.0,3,Month-to-month,Electronic check
TEL-1136,26,Female,44,84.6,481.88,75.0,1,Two year,Bank transfer
TEL-1858,58,Non-binary,28,37.02,5.17,557.0,0,Two year,Mailed check
TEL-1876,26,Female,37,46.96,8.42,410.0,3,Two year,Mailed check
TEL-2938,22,Non-binary,49,61.26,-1.96,266.0,6,One year,Electronic check
TEL-2752,47,Non-binary,24,29.08,2.2,75.0,0,Two year,Electronic check
TEL-1950,68,Non-binary,65,41.62,3.28,807.0,1,Month-to-month,Credit card
TEL-2380,39,Male,47,21.05,1.98,12.0,0,One year,Electronic check
TEL-1072,62,Female,16,96.22,466.0,32.0,0,Month-to-month,Credit card
TEL-2755,49,Female,63,36.15,0.99,74.0,2,Month-to-month,Bank transfer
TEL-2942,55,Male,49,74.39,35.15,244.0,3,Two year,Bank transfer
TEL-2325,44,Non-binary,9,26.41,0.86,97.0,2,Two year,Electronic check
TEL-2552,43,Male,69,29.53,0.72,101.0,0,Two year,Electronic check
TEL-1261,49,Male,28,97.03,399.6,16.0,2,Month-to-month,Bank transfer
TEL-1052,71,Female,17,97.88,411.44,53.0,0,One year,Bank transfer
TEL-2690,24,Male,22,23.57,2.47,65.0,1,One year,Credit card
TEL-2087,24,Male,1,27.98,2.17,168.0,0,Month-to-month,Credit card
TEL-1893,41,Female,19,44.47,0.98,807.0,2,One year,Bank transfer
TEL-1109,21,Female,67,108.25,487.26,83.0,1,Two year,Bank transfer
TEL-1000,69,Non-binary,30,98.78,578.6,59.0,0,One year,Mailed check
TEL-2368,63,Female,26,28.04,1.25,145.0,1,One year,Electronic check
TEL-1689,58,Non-binary,35,53.79,7.23,469.0,1,One year,Credit card
TEL-1470,53,Non-binary,52,40.89,6.19,882.0,4,Month-to-month,Bank transfer
TEL-2214,75,Non-binary,27,22.14,3.55,102.0,2,One year,Bank transfer
TEL-1967,36,Female,66,41.29,2.87,585.0,1,One year,Mailed check
TEL-2658,27,Male,25,24.29,2.26,119.0,0,One year,Electronic check
TEL-1502,53,Male,13,27.42,6.41,837.0,1,Month-to-month,Credit card
TEL-2491,31,Female,48,17.65,1.67,59.0,0,One year,Bank transfer
TEL-2689,52,Male,64,25.82,3.54,99.0,2,One year,Mailed check
TEL-2053,59,Non-binary,44,31.17,2.79,39.0,0,Two year,Mailed check
TEL-2160,28,Female,49,17.29,3.09,31.0,0,Two year,Electronic check
TEL-2890,59,Non-binary,43,62.41,20.04,211.0,4,Two year,Bank transfer
TEL-2969,72,Male,71,85.62,11.2,368.0,7,Month-to-month,Electronic check
TEL-1346,78,Female,53,95.84,411.65,35.0,1,One year,Bank transfer
TEL-1642,51,Non-binary,5,56.67,3.71,996.0,2,One year,Credit card
TEL-2212,62,Female,50,12.78,0.56,144.0,0,Month-to-month,Credit card
TEL-2236,22,Non-binary,12,20.91,2.25,154.0,1,Month-to-month,Credit card
TEL-2377,47,Non-binary,20,25.22,-0.32,108.0,0,Month-to-month,Mailed check
TEL-2578,32,Female,36,24.45,1.69,107.0,0,Two year,Bank transfer
TEL-1607,27,Male,47,47.11,4.94,795.0,4,Two year,Mailed check
TEL-2324,32,Female,67,23.76,3.38,24.0,0,Month-to-month,Electronic check
TEL-2677,39,Non-binary,69,15.64,1.58,25.0,0,Month-to-month,Electronic check
TEL-1658,73,Male,63,57.97,4.53,636.0,3,Two year,Mailed check
TEL-1182,57,Male,21,83.16,448.54,41.0,0,One year,Mailed check
TEL-2082,27,Female,46,20.55,2.71,94.0,0,Two year,Credit card
TEL-2438,41,Non-binary,50,22.05,3.42,155.0,0,Month-to-month,Credit card
TEL-1798,68,Non-binary,22,54.49,3.35,790.0,3,One year,Bank transfer
TEL-1676,34,Female,21,47.82,0.89,826.0,1,One year,Bank transfer
TEL-2072,25,Female,69,23.55,3.4,154.0,0,Month-to-month,Electronic check
TEL-1749,19,Female,62,50.57,2.04,839.0,1,One year,Mailed check
TEL-1264,35,Female,59,83.98,489.32,69.0,2,Month-to-month,Credit card
TEL-1099,18,Non-binary,6,86.01,531.84,30.0,2,One year,Electronic check
TEL-1159,19,Female,59,85.5,575.05,59.0,0,One year,Electronic check
TEL-2402,39,Female,52,16.54,3.28,64.0,1,Two year,Bank transfer
TEL-2979,49,Female,14,58.3,27.41,379.0,2,One year,Credit card
TEL-2042,50,Male,16,27.41,2.23,120.0,0,Month-to-month,Credit card
TEL-1107,80,Non-binary,20,74.31,451.84,20.0,1,Two year,Bank transfer
TEL-1741,27,Female,70,37.66,7.65,984.0,0,Month-to-month,Mailed check
TEL-1569,68,Female,32,58.17,6.27,736.0,2,Two year,Credit card
TEL-2459,57,Female,45,21.27,2.4,114.0,0,One year,Bank transfer
TEL-2773,39,Female,22,36.05,1.79,149.0,0,One year,Mailed check
TEL-1086,24,Male,15,81.65,504.51,43.0,2,Two year,Mailed check
TEL-2285,23,Male,55,34.68,0.56,107.0,2,Month-to-month,Mailed check
TEL-1256,41,Female,20,74.44,457.57,60.0,1,Two year,Mailed check
TEL-1414,54,Non-binary,17,54.35,4.41,680.0,2,One year,Mailed check
TEL-2470,58,Male,1,27.09,2.05,95.0,0,Month-to-month,Electronic check
TEL-2118,51,Non-binary,28,25.74,0.2,103.0,0,One year,Bank transfer
TEL-1880,58,Male,20,50.07,4.82,778.0,2,Month-to-month,Credit card
TEL-1629,78,Non-binary,47,41.01,6.92,699.0,0,Two year,Mailed check
TEL-1533,50,Non-binary,11,31.79,7.96,826.0,2,Month-to-month,Bank transfer
TEL-2295,32,Male,22,20.74,1.45,178.0,0,One year,Credit card
TEL-2550,47,Non-binary,58,21.1,3.97,122.0,1,Month-to-month,Credit card
TEL-1626,44,Male,21,36.43,3.72,1125.0,0,Two year,Electronic check
TEL-1827,25,Male,42,39.13,6.86,866.0,2,Two year,Credit card
TEL-2870,56,Female,56,79.62,29.54,347.0,5,Two year,Electronic check
TEL-2526,67,Female,13,24.58,2.15,102.0,0,Month-to-month,Mailed check
TEL-2020,63,Male,70,27.62,1.81,64.0,0,One year,Electronic check
TEL-1145,79,Male,16,80.64,416.92,53.0,0,One year,Credit card
TEL-2997,69,Male,46,10.0,16.72,341.0,3,Month-to-month,Electronic check
TEL-2547,82,Female,13,26.97,1.44,111.0,1,Month-to-month,Electronic check
TEL-1144,69,Non-binary,17,71.19,412.7,75.0,1,One year,Credit card
TEL-1486,20,Female,58,50.62,2.98,1016.0,2,Month-to-month,Bank transfer
TEL-1487,79,Female,72,47.81,5.72,864.0,3,Month-to-month,Mailed check
TEL-1622,73,Female,15,52.96,6.9,777.0,5,One year,Electronic check
TEL-2556,50,Female,16,23.99,1.53,124.0,0,One year,Electronic check
TEL-2058,61,Male,17,22.3,1.31,91.0,0,Two year,Mailed check
TEL-2309,36,Male,35,25.46,1.3,135.0,0,Two year,Mailed check
TEL-1327,30,Male,40,90.54,419.81,57.0,1,One year,Mailed check
TEL-1851,22,Female,43,50.17,3.04,780.0,2,Two year,Bank transfer
TEL-1349,39,Non-binary,17,84.91,389.26,34.0,2,Two year,Mailed check
TEL-1948,71,Female,50,34.99,6.02,752.0,3,Month-to-month,Bank transfer
TEL-1542,27,Female,37,51.37,3.91,909.0,3,Month-to-month,Credit card
TEL-1447,52,Non-binary,59,41.62,5.32,810.0,1,One year,Electronic check
TEL-2002,58,Female,24,21.12,2.29,105.0,0,One year,Mailed check
TEL-1606,21,Male,26,47.4,2.09,605.0,1,One year,Mailed check
TEL-2517,18,Female,61,15.15,2.42,106.0,0,Two year,Mailed check
TEL-1523,25,Female,12,44.95,6.3,659.0,1,Month-to-month,Electronic check
TEL-2294,56,Non-binary,45,35.26,1.4,156.0,1,Month-to-month,Electronic check
TEL-1407,41,Female,56,54.59,4.32,598.0,3,Month-to-month,Credit card
TEL-1506,35,Non-binary,55,58.53,6.65,794.0,0,Month-to-month,Electronic check
TEL-1894,42,Male,34,48.47,4.62,1045.0,1,One year,Credit card
TEL-1853,48,Non-binary,63,44.08,5.74,632.0,1,Month-to-month,Bank transfer
TEL-1548,35,Male,49,50.72,4.46,792.0,1,Two year,Electronic check
TEL-1088,51,Non-binary,11,92.44,351.63,39.0,2,Two year,Mailed check
TEL-2810,23,Male,2,90.51,22.03,297.0,5,One year,Electronic check
TEL-2473,31,Male,49,33.69,2.04,84.0,0,One year,Credit card
TEL-2655,43,Female,71,28.76,1.28,113.0,0,Two year,Bank transfer
TEL-1906,80,Female,20,58.49,5.89,709.0,4,One year,Mailed check
TEL-2622,44,Male,50,22.7,0.9,102.0,0,Month-to-month,Credit card
TEL-1084,58,Female,41,81.95,448.17,75.0,0,Two year,Mailed check
TEL-2627,33,Male,5,27.84,-0.68,66.0,0,One year,Electronic check
TEL-1659,31,Male,64,58.07,7.95,516.0,1,Two year,Electronic check
TEL-1244,65,Male,69,102.85,433.98,55.0,0,Two year,Electronic check
TEL-2139,62,Male,72,21.5,2.61,104.0,1,One year,Mailed check
TEL-2742,34,Male,51,23.36,4.02,91.0,0,One year,Mailed check
TEL-1660,45,Male,61,44.55,3.25,976.0,2,Two year,Electronic check
TEL-2704,53,Non-binary,32,14.42,-0.08,132.0,0,Month-to-month,Credit card
TEL-2240,40,Female,71,26.7,1.8,19.0,0,Two year,Electronic check
TEL-1730,64,Male,48,39.4,6.15,1028.0,4,One year,Mailed check
TEL-1059,79,Female,7,108.94,419.35,42.0,3,One year,Electronic check
TEL-1575,51,Male,42,34.35,7.39,763.0,1,Two year,Electronic check
TEL-2888,46,Female,25,67.91,3.41,218.0,8,One year,Bank transfer
TEL-1636,39,Male,40,43.72,4.36,934.0,0,Month-to-month,Electronic check
TEL-2664,67,Female,56,21.98,1.58,74.0,1,Month-to-month,Mailed check
TEL-2714,61,Female,56,21.53,3.65,107.0,3,One year,Bank transfer
TEL-1273,40,Female,25,89.24,496.93,33.0,1,Month-to-month,Mailed check
TEL-1176,36,Male,38,90.18,441.37,36.0,1,One year,Credit card
TEL-1377,67,Male,10,96.62,382.2,33.0,0,Two year,Electronic check
TEL-1964,50,Female,67,49.95,3.58,800.0,4,Month-to-month,Credit card
TEL-1604,22,Male,53,45.89,6.29,806.0,3,Two year,Electronic check
TEL-1269,63,Female,50,84.87,362.85,42.0,0,Two year,Credit card
TEL-2007,42,Non-binary,66,22.96,0.92,162.0,1,One year,Mailed check
TEL-1718,74,Female,13,34.88,7.03,1017.0,2,Month-to-month,Electronic check
TEL-2975,49,Female,52,53.73,15.05,398.0,5,One year,Bank transfer
TEL-2769,43,Non-binary,17,29.01,2.15,109.0,0,Two year,Bank transfer
TEL-1468,62,Non-binary,69,50.93,5.8,930.0,2,Month-to-month,Credit card
TEL-2981,29,Male,49,57.48,23.1,393.0,7,Month-to-month,Electronic check
TEL-1938,51,Non-binary,16,44.66,2.75,657.0,2,One year,Credit card
TEL-1270,41,Male,4,79.0,419.62,50.0,0,Two year,Mailed check
TEL-2487,48,Male,45,31.5,1.69,34.0,0,Month-to-month,Bank transfer
